File,Bytes,RowsRead,Columns,Head1MiB_SHA256,SamplingRule,Status
part-00151-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67649802,1066,47,d23b92ff09b293c2,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00152-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131599898,1066,47,4fed0d37d0d57469,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00153-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,128196454,1066,47,c4caa19363e4954e,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00154-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68450439,1066,47,41daa00b366f262a,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00155-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67682865,1066,47,cbdcda71b3e752cd,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00156-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,75512960,1066,47,99f938e422d85043,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00157-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,70687117,1066,47,d910446ab315d25d,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00158-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67910165,1066,47,03ee7da038c9e5aa,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00159-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68155333,1066,47,0e8e1a8b5cea9726,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00160-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68131575,1066,47,a79d8b8a0e814f0c,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00161-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68495768,1066,47,fca2d6e9a9c9cb65,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00162-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,129494463,1066,47,fe835b5c5620e33e,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00163-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,68831773,1066,47,56b511eea69a771e,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00164-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,131907276,1066,47,cc09a646d8cfc708,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00165-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,130926988,1066,47,5ec6e8af141d2306,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00166-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,132269505,1066,47,c759c4f3ab83e4e8,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00167-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,67099665,1066,47,819171c3ba09ecb4,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
part-00168-363d1ba3-8ab5-4f96-bc25-4d5862db7cb9-c000.csv,69171708,912,47,ea89d496aac698b0,first 1066 rows of every file = ceil(MAX_ROWS/#files),ok
